Country,WeightedPct
Albania,2.668244662570574
Algeria,2.118044103453494
American Samoa,0.0
Angola,27.9019553043462
Anguilla,27.03470869989853
Antigua and Barbuda,6.709434851765126
Argentina,32.54952273602002
Aruba,0.8947257063778078
Australia,19.80676239890118
Bahamas,16.0060513031637
Bahrain,4.788838685555435
Bangladesh,27.91395327816799
Barbados,0.7578348029905312
Belgium,0.3781388215867468
Belize,3.529266535260983
Benin,23.69542131681385
Bermuda,52.22376005139221
"Bonaire, Sint Eustatius and Saba",20.26733112860247
Brazil,20.27475191694015
British Indian Ocean Territory,0.0
Brunei,0.0
Bulgaria,2.35432570667153
Cambodia,0.0
Cameroon,21.3357471660251
Canada,33.58305536296169
Cape Verde,0.0
Cayman Islands,0.9680498177338875
Chile,8.433610138572732
China,8.341040661968476
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,2.206268754182582
Comoros,0.0
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,0.8876278129254646
Croatia,2.829954733365486
Cuba,0.0
Cura�ao,8.995637422919804
Cyprus,1.120406732965294
C�te d'Ivoire,34.97570129801426
Denmark,21.29848285374443
Djibouti,2.637838062680525
Dominica,6.339694184645666
Dominican Republic,2.60637855440659
Ecuador,18.93029829081806
Egypt,40.81964464465564
Equatorial Guinea,0.0
Estonia,7.813616906160714
Faroe Islands,1.139114883452198
Fiji,22.35908091741116
Finland,11.13327961687214
France,50.09316506784407
French Guiana,25.6411150722241
French Polynesia,0.0
Gabon,21.38136210368636
Gambia,0.0
Georgia,0.404357628726902
Germany,22.28646240069378
Ghana,28.38314098712362
Gibraltar,2.104715669187818
Greece,2.985123163159342
Greenland,0.0
Grenada,2.338545981705055
Guadeloupe,9.716989971154282
Guam,16.65119158573196
Guatemala,26.66957178327561
Guernsey,5.148440346332426
Guinea,0.0
Guinea-Bissau,0.0
Guyana,0.0
Haiti,0.9967453185558117
Honduras,14.11232661401946
Iceland,3.391905648908827
India,15.68786757257324
Indonesia,7.266339058065598
Iran,0.8341437385532615
Iraq,3.854773826582087
Ireland,22.93889412986473
Isle of Man,1.535813260884921
Israel,1.968245975111774
Italy,3.256167499157399
Jamaica,12.39349511475541
Japan,9.559630928065355
Jersey,4.822203672479615
Jordan,3.741254598387363
Kenya,0.0
Kiribati,0.0
Kuwait,5.303582006096347
Latvia,2.987248213727066
Lebanon,15.2459230896595
Liberia,0.0
Libya,0.4551314807905378
Lithuania,3.491528484452683
Madagascar,0.0
Malaysia,7.575924934995995
Maldives,3.001808962432171
Malta,3.610565297045943
Marshall Islands,0.0
Martinique,13.20100352942599
Mauritania,0.0
Mauritius,26.26250145775414
Mayotte,0.0
Mexico,1.032081491343776
Micronesia,0.0
Monaco,0.5924512669838358
Montserrat,4.522004873660134
Morocco,5.096149397484044
Mozambique,0.0
Myanmar,0.0
Namibia,0.0
Netherlands,2.034423730878885
New Caledonia,17.18765834997616
New Zealand,37.44800086484558
Nicaragua,2.371734014705634
Nigeria,23.85968470785387
Niue,0.0
Northern Mariana Islands,15.11418582963784
Norway,1.341983592539369
Oman,1.13524287334954
Pakistan,10.37892685745418
Palau,0.0
Panama,3.731374981684223
Papua New Guinea,0.0
Peru,16.31213308524196
Philippines,9.591323205790626
Poland,5.502198622170719
Portugal,31.09084472289391
Qatar,2.02446463078782
Romania,2.878414779678665
Russia,1.664885097899436
R�union,26.10162891604588
Saint Barth�lemy,22.25583282207581
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,4.339058930604064
Saint Lucia,1.705205685593606
Saint Martin,6.193516462498815
Saint Vincent and the Grenadines,2.044750935796612
Samoa,0.0
Sao Tome and Principe,0.0
Saudi Arabia,5.232956173528906
Senegal,34.64459795415542
Seychelles,0.0
Sierra Leone,0.0
Singapore,6.542176829399308
Sint Maarten,31.10305255935756
Solomon Islands,0.0
Somalia,0.0
South Africa,18.9941448997403
South Korea,8.051365557360793
Spain,19.16070425944326
Sri Lanka,1.225799045858939
Sudan,1.30704470620122
Suriname,0.0
Sweden,9.703098826220158
Syria,4.4055393945737
Taiwan,8.742797663490533
Tanzania,0.0
Thailand,13.47192616830775
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,11.51181074237813
Tunisia,2.374077540806928
Turkey,8.005264926234505
Turks and Caicos Islands,1.890437676497099
Ukraine,0.0
United Arab Emirates,11.81481080825726
United Kingdom,34.64892067909879
United States,38.38403771232846
Uruguay,1.359059947906689
Vanuatu,0.0
Venezuela,6.694451749352902
Vietnam,0.0
Virgin Islands (U.K.),2.10317801700852
Virgin Islands (U.S.),1.236767487622992
Wallis and Futuna,0.0
Yemen,0.6757391019565451
