Country,WeightedPct
Albania,2.668244662570574
Algeria,2.118044103453494
American Samoa,3.244276711259464
Angola,27.9019553043462
Anguilla,27.03470869989853
Antigua and Barbuda,6.709434851765126
Argentina,32.54952273602002
Aruba,0.8947257063778078
Australia,18.6734426809115
Bahamas,16.0060513031637
Bahrain,4.788838685555435
Bangladesh,27.91395327816799
Barbados,0.7578348029905312
Belgium,0.3781388215867468
Belize,3.529266535260983
Benin,23.69542131681385
Bermuda,51.9330218138657
"Bonaire, Sint Eustatius and Saba",20.26733112860247
Brazil,20.27475191694015
British Indian Ocean Territory,0.0
Brunei,0.8888592148661442
Bulgaria,2.35432570667153
Cambodia,0.0
Cameroon,21.3357471660251
Canada,33.58520673950988
Cape Verde,0.0
Cayman Islands,0.9680498177338875
Chile,8.433610138572732
China,8.117683198855492
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,2.206268754182582
Comoros,12.37977193255518
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,0.8876278129254646
Croatia,2.829954733365486
Cuba,0.0
Cura�ao,8.995637422919804
Cyprus,1.120406732965294
C�te d'Ivoire,47.84526323621466
Denmark,15.55852456242013
Djibouti,27.95880709484942
Dominica,6.339694184645666
Dominican Republic,2.60637855440659
Ecuador,18.93029829081806
Egypt,36.40543573495729
Equatorial Guinea,0.0
Estonia,7.813616906160714
Faroe Islands,1.139114883452198
Fiji,22.35908091741116
Finland,11.13327961687214
France,19.81544078832871
French Guiana,25.6411150722241
French Polynesia,10.09092319814003
Gabon,21.38136210368636
Gambia,0.0
Georgia,0.404357628726902
Germany,22.28646240069378
Ghana,41.35749794595068
Gibraltar,2.104715669187818
Greece,2.985123163159342
Greenland,17.55708989040759
Grenada,2.338545981705055
Guadeloupe,9.716989971154282
Guam,21.75566190565713
Guatemala,26.66957178327561
Guernsey,5.148440346332426
Guinea,0.0
Guinea-Bissau,0.0
Guyana,1.523445045290988
Haiti,0.9967453185558117
Honduras,14.11232661401946
Iceland,13.02206351851769
India,14.76759044177818
Indonesia,9.0721068932354
Iran,0.8341437385532615
Iraq,3.854773826582087
Ireland,22.93889412986473
Isle of Man,1.535813260884921
Israel,1.968245975111774
Italy,2.093614229629162
Jamaica,12.39349511475541
Japan,9.87725833892782
Jersey,4.822203672479615
Jordan,3.741254598387363
Kenya,16.53596409986593
Kiribati,0.0
Kuwait,5.303582006096347
Latvia,2.987248213727066
Lebanon,0.6601793964169278
Liberia,0.0
Libya,0.4551314807905378
Lithuania,3.491528484452683
Madagascar,9.42585945852606
Malaysia,5.603143620087575
Maldives,3.001808962432171
Malta,3.610564639935351
Marshall Islands,1.020997872728627
Martinique,13.20100352942599
Mauritania,0.0
Mauritius,17.77684443845286
Mayotte,0.0
Mexico,1.032081491343776
Micronesia,0.9480914594013151
Monaco,0.5924512669838358
Montserrat,4.522004873660134
Morocco,5.096149397484044
Mozambique,9.369319693876813
Myanmar,0.0
Namibia,0.0
Netherlands,2.034423730878885
New Caledonia,17.18765834997616
New Zealand,37.44800086484558
Nicaragua,2.371734014705634
Nigeria,42.67888326707969
Niue,0.0
Northern Mariana Islands,15.11418582963784
Norway,1.341983592539369
Oman,1.13524287334954
Pakistan,12.70283608301601
Palau,0.0
Panama,3.731374981684223
Papua New Guinea,4.921040181419421
Peru,16.31213308524196
Philippines,10.17281525267565
Poland,5.502198622170719
Portugal,29.93533162393528
Qatar,2.02446463078782
Romania,2.878414779678665
Russia,1.664885097899436
R�union,13.40478674541005
Saint Barth�lemy,22.25583282207581
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,4.339058930604064
Saint Lucia,1.705205685593606
Saint Martin,6.193516462498815
Saint Vincent and the Grenadines,2.044750935796612
Samoa,3.244276711259464
Sao Tome and Principe,0.0
Saudi Arabia,7.139843507222658
Senegal,46.10503795295968
Seychelles,0.0
Sierra Leone,0.0
Singapore,6.552810055973537
Sint Maarten,31.10305255935756
Solomon Islands,0.0
Somalia,29.72519254992055
South Africa,9.42762420637015
South Korea,8.051365557360793
Spain,19.16070425944326
Sri Lanka,1.225799045858939
Sudan,22.94431026896115
Suriname,1.316791202493512
Sweden,9.703098826220158
Syria,4.4055393945737
Taiwan,8.742797663490533
Tanzania,15.68480590317149
Thailand,6.381311744461097
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,11.00039358812805
Tunisia,2.353443278797058
Turkey,8.005264926234505
Turks and Caicos Islands,1.890437676497099
Ukraine,0.0
United Arab Emirates,12.23990774115604
United Kingdom,34.46897490854188
United States,40.41211830585529
Uruguay,1.359059947906689
Vanuatu,0.0
Venezuela,6.694451749352902
Vietnam,1.210905448477001
Virgin Islands (U.K.),34.9934958202947
Virgin Islands (U.S.),1.236767487622992
Wallis and Futuna,0.0
Yemen,0.6757391019565451
