Country,Intercentrality
Albania,0.453341999949771
Algeria,15.45358699998178
American Samoa,0.0
Angola,882.3257650001251
Anguilla,199.72717399986868
Antigua and Barbuda,484.52128099933907
Argentina,1551.0076050000062
Aruba,9.85358699997596
Australia,11254.662528999877
Bahamas,1987.256764999911
Bahrain,9.893587000078696
Bangladesh,0.0
Barbados,494.58733099987876
Belgium,23.733586999980616
Belize,1440.2636370000328
Benin,882.3257650001178
Bermuda,1065.1592299999465
"Bonaire, Sint Eustatius and Saba",0.0
Brazil,5400.184115999895
British Indian Ocean Territory,0.0
Brunei,0.0
Bulgaria,278.7029309999998
Cambodia,0.0
Cameroon,882.3257650001688
Canada,3118.7466660001737
Cape Verde,0.0
Cayman Islands,876.6515299997336
Chile,1550.94376499996
China,4929.644831000136
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,3914.0095029997174
Comoros,0.0
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,2585.9497300000003
Croatia,0.13385099997685757
Cuba,0.0
Cura�ao,2860.497817000076
Cyprus,338.54481699958706
C�te d'Ivoire,882.3257650001397
Denmark,3981.936571000013
Djibouti,0.00999999999476131
Dominica,267.1904589998885
Dominican Republic,2789.819265000151
Ecuador,2151.54113699992
Egypt,761.1953649993739
Equatorial Guinea,0.0
Estonia,2095.06056500024
Faroe Islands,6.053587000322295
Fiji,4974.199485000128
Finland,2096.4116570002225
France,7148.041824000327
French Guiana,2366.4717300001357
French Polynesia,0.0
Gabon,882.325765000016
Gambia,0.0
Georgia,0.2820270001539029
Germany,4188.292225999998
Ghana,882.325765000016
Gibraltar,492.8400629999305
Greece,388.4482429998825
Greenland,0.0
Grenada,494.5873309997405
Guadeloupe,741.5947129993583
Guam,4344.314299999634
Guatemala,5034.88913700026
Guernsey,2582.9150959998806
Guinea,0.0
Guinea-Bissau,0.0
Guyana,0.0
Haiti,0.0
Honduras,2189.271636999889
Iceland,6.053587000089465
India,3586.9448470000134
Indonesia,40.80358700009674
Iran,173.78102299998136
Iraq,0.0
Ireland,2409.3542299999535
Isle of Man,0.8252049997827271
Israel,341.65547899989906
Italy,1596.9094080003124
Jamaica,390.08576499985065
Japan,17077.947006998467
Jersey,5015.489249999962
Jordan,309.22487899981934
Kenya,0.0
Kiribati,0.0
Kuwait,9.893587000158732
Latvia,0.41389100009109825
Lebanon,1.1798349994860473
Liberia,0.0
Libya,11.733587000133411
Lithuania,1.9129450000764336
Madagascar,0.0
Malaysia,2350.248573000281
Maldives,0.0
Malta,416.30452099989634
Marshall Islands,0.0
Martinique,3570.514719999068
Mauritania,0.0
Mauritius,312.28595899957145
Mayotte,0.0
Mexico,2348.5616369998606
Micronesia,0.0
Monaco,0.06497000013769139
Montserrat,0.0
Morocco,0.41435100010130554
Mozambique,0.0
Myanmar,0.0
Namibia,0.0
Netherlands,1941.116765000159
New Caledonia,0.0
New Zealand,4974.1994850001865
Nicaragua,1600.293764999973
Nigeria,882.325765000016
Niue,0.0
Northern Mariana Islands,0.41759099977934966
Norway,533.5257649999548
Oman,0.0
Pakistan,0.0
Palau,0.0
Panama,3835.3370029995203
Papua New Guinea,0.0
Peru,5218.022866999985
Philippines,3885.7486529999005
Poland,0.5534809998280252
Portugal,1883.4457649994947
Qatar,11.813586999960535
Romania,278.7029309998834
Russia,1.3474920002627186
R�union,312.28595899957145
Saint Barth�lemy,0.0
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,392.07472099948063
Saint Lucia,494.5873309997405
Saint Martin,1.4359810002570157
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,494.5873309997405
Samoa,0.0
Sao Tome and Principe,0.0
Saudi Arabia,425.26596600013727
Senegal,882.325765000016
Seychelles,0.0
Sierra Leone,0.0
Singapore,6826.679681000001
Sint Maarten,297.9872149998846
Solomon Islands,0.0
Somalia,0.0
South Africa,1174.125637000092
South Korea,4144.4298949999065
Spain,2754.0715369995305
Sri Lanka,0.0
Sudan,117.42108700013341
Suriname,0.0
Sweden,4152.846567000102
Syria,2.216766999285028
Taiwan,4057.229894999902
Tanzania,0.0
Thailand,154.34602299990365
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,2766.4429739997577
Tunisia,0.0
Turkey,686.536372999828
Turks and Caicos Islands,1413.2887649999466
Uganda,0.0
Ukraine,0.0
United Arab Emirates,464.68672700002935
United Kingdom,10093.315917998458
United States,35968.182244999596
Uruguay,0.06440000003931345
Vanuatu,0.0
Venezuela,4017.05003200005
Vietnam,0.0
Virgin Islands (U.K.),100.41358699987904
Virgin Islands (U.S.),2551.1542299998328
Wallis and Futuna,0.0
Yemen,0.00999999999476131
