Country,WeightedPct
Albania,2.668244662570574
Algeria,0.0
American Samoa,0.0
Angola,0.0
Anguilla,27.03470869989853
Antigua and Barbuda,6.845505875683358
Argentina,1.359059947906689
Aruba,0.0
Australia,0.0
Bahamas,5.444695076063699
Bahrain,0.0
Bangladesh,0.0
Barbados,1.167111888417804
Belgium,0.0
Belize,0.0
Benin,0.0
Bermuda,0.0
"Bonaire, Sint Eustatius and Saba",0.0
Brazil,0.0
British Indian Ocean Territory,0.0
Brunei,0.0
Bulgaria,3.890378869378189
Cambodia,0.0
Cameroon,0.0
Canada,0.0
Cape Verde,0.0
Cayman Islands,1.055416560050662
Chile,0.0
China,0.6536364576283703
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,0.0
Comoros,0.0
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,0.0
Croatia,2.829954733365486
Cuba,0.0
Cura�ao,0.0
Cyprus,0.9086491548424576
C�te d'Ivoire,0.0
Denmark,6.990309540761004
Djibouti,2.637838062680525
Dominica,5.511646742381762
Dominican Republic,12.72113797451964
Ecuador,0.0
Egypt,47.16484367104889
Equatorial Guinea,0.0
Estonia,7.813616906160714
Faroe Islands,0.0
Fiji,0.0
Finland,8.426540402631352
France,0.0
French Guiana,0.0
French Polynesia,0.0
Gabon,0.0
Gambia,0.0
Georgia,0.0
Germany,0.0
Ghana,0.0
Gibraltar,2.104715669187818
Greece,6.327477243787281
Greenland,0.0
Grenada,2.571786705055656
Guadeloupe,6.007259376251135
Guam,20.77299384650602
Guatemala,0.0
Guernsey,3.277063948085921
Guinea,0.0
Guinea-Bissau,0.0
Guyana,0.0
Haiti,0.0
Honduras,0.0
Iceland,0.0
India,15.53558764009201
Indonesia,0.0
Iran,0.0
Iraq,0.0
Ireland,0.0
Isle of Man,0.8082712765073223
Israel,0.0
Italy,0.8252893595972628
Jamaica,12.94366935627527
Japan,8.76954951135884
Jersey,4.822203672479615
Jordan,3.719111288794579
Kenya,0.0
Kiribati,0.0
Kuwait,0.0
Latvia,3.305348826405944
Lebanon,15.2459230896595
Liberia,0.0
Libya,0.0
Lithuania,3.491528484452683
Madagascar,0.0
Malaysia,9.911446085712903
Maldives,0.0
Malta,2.174915914667129
Marshall Islands,0.0
Martinique,5.465783797295372
Mauritania,0.0
Mauritius,0.0
Mayotte,0.0
Mexico,0.0
Micronesia,0.0
Monaco,0.5924512669838358
Montserrat,0.0
Morocco,17.10621542937918
Mozambique,0.0
Myanmar,0.0
Namibia,0.0
Netherlands,2.112409729590579
New Caledonia,0.0
New Zealand,0.0
Nicaragua,0.0
Nigeria,0.0
Niue,0.0
Northern Mariana Islands,15.11418582963784
Norway,0.0
Oman,0.0
Pakistan,0.0
Palau,0.0
Panama,0.0
Papua New Guinea,0.0
Peru,0.0
Philippines,0.0
Poland,5.502198622170719
Portugal,0.0
Qatar,0.0
Romania,2.878414779678665
Russia,0.0
R�union,0.0
Saint Barth�lemy,0.0
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,6.996401700472592
Saint Lucia,2.165903622832604
Saint Martin,0.0
Saint Vincent and the Grenadines,1.064420778171775
Samoa,0.0
Sao Tome and Principe,0.0
Saudi Arabia,3.947696885751011
Senegal,0.0
Seychelles,0.0
Sierra Leone,0.0
Singapore,0.0
Sint Maarten,31.02476057362321
Solomon Islands,0.0
Somalia,0.0
South Africa,0.0
South Korea,3.528638911289538
Spain,0.9025907050892783
Sri Lanka,0.0
Sudan,0.0
Suriname,0.0
Sweden,6.975646794388243
Syria,4.4055393945737
Taiwan,0.0
Tanzania,0.0
Thailand,40.71210230957111
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,3.692591272851407
Tunisia,0.0
Turkey,10.38536013674371
Turks and Caicos Islands,0.0
Ukraine,0.0
United Arab Emirates,7.233845166437561
United Kingdom,4.530154828573956
United States,10.74516778571048
Uruguay,1.359059947906689
Vanuatu,0.0
Venezuela,0.0
Vietnam,0.0
Virgin Islands (U.K.),2.10317801700852
Virgin Islands (U.S.),0.0
Wallis and Futuna,0.0
Yemen,2.637838062680525
