Country,Intercentrality
Albania,0.6263860018225387
Algeria,9626.920032001566
American Samoa,0.1000000000349246
Angola,1601.856435999216
Anguilla,867.2444560013828
Antigua and Barbuda,998.3119560017367
Argentina,3038.3559640005697
Aruba,13.79733600007603
Australia,15425.17021800374
Bahamas,4231.747967999778
Bahrain,976.9084559997427
Bangladesh,5581.37246800022
Barbados,1411.35585600161
Belgium,34.05495600000722
Belize,3179.8001560004777
Benin,1601.8564359993325
Bermuda,2925.534968000313
"Bonaire, Sint Eustatius and Saba",869.0421559999813
Brazil,12754.962092002155
British Indian Ocean Territory,0.0
Brunei,6750.599951999146
Bulgaria,3786.8274100004346
Cambodia,0.0
Cameroon,1601.8564359989832
Canada,9735.66721199936
Cape Verde,0.0
Cayman Islands,2108.79515600187
Chile,3031.382468000287
China,18255.140268003976
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,12818.212436001108
Comoros,11496.469897002098
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,5672.292968000635
Croatia,0.17110999999567866
Cuba,0.0
Cura�ao,8264.739460001176
Cyprus,13952.185386001598
C�te d'Ivoire,6320.616747999506
Denmark,8277.335009999166
Djibouti,35132.937332003785
Dominica,1174.2414559980389
Dominican Republic,9049.840968000528
Ecuador,4733.362467998872
Egypt,55983.702845004125
Equatorial Guinea,0.0
Estonia,2864.0797559998464
Faroe Islands,92.55495600140421
Fiji,5559.144968000299
Finland,2883.5083560002968
France,35880.06164600927
French Guiana,5130.252467999584
French Polynesia,85.6449560013134
Gabon,1601.8564360001474
Gambia,0.0
Georgia,1396.4801560004125
Germany,7975.599136004865
Ghana,6853.4367480003275
Gibraltar,10936.38602700067
Greece,3788.2552060013404
Greenland,2174.624655998603
Grenada,1217.7484560015728
Guadeloupe,3073.777155997581
Guam,11913.087054001924
Guatemala,11008.530279999715
Guernsey,8500.8894470011
Guinea,0.0
Guinea-Bissau,0.0
Guyana,494.6119559984654
Haiti,2618.8401560009224
Honduras,4776.547968000115
Iceland,2505.244656000694
India,35705.37959300593
Indonesia,1384.1426559993415
Iran,2391.9788559994777
Iraq,924.8446559992735
Ireland,5759.906732000585
Isle of Man,14.833655999449547
Israel,2725.075360001123
Italy,26479.99878600135
Jamaica,6774.628468001843
Japan,26770.37609699997
Jersey,15563.840193001903
Jordan,264.7149559990503
Kenya,14206.815897000954
Kiribati,0.0
Kuwait,1490.5251560006873
Latvia,1.1532359970733523
Lebanon,11422.992374999681
Liberia,0.0
Libya,10817.276027000975
Lithuania,2.8145419990760274
Madagascar,11820.069896999164
Malaysia,14533.131310999626
Maldives,838.9884560002829
Malta,9391.427577000519
Marshall Islands,64.80495600111317
Martinique,7001.42536799924
Mauritania,0.0
Mauritius,710.9684560018359
Mayotte,0.0
Mexico,5121.557968000998
Micronesia,64.80495600111317
Monaco,10809.15444700094
Montserrat,487.3684559998219
Morocco,718.7509360004333
Mozambique,14035.295897000295
Myanmar,0.0
Namibia,0.0
Netherlands,3592.0769360015984
New Caledonia,85.6449560013134
New Zealand,5559.144968000415
Nicaragua,3342.0051559991552
Nigeria,6853.4367480003275
Niue,0.0
Northern Mariana Islands,0.5376939995912835
Norway,953.4046560000861
Oman,13577.983177000307
Pakistan,12514.124589000421
Palau,0.0
Panama,10445.749764002801
Papua New Guinea,3183.6049680002034
Peru,12072.09473199962
Philippines,12908.416568001092
Poland,0.7180340005434118
Portugal,20468.097775002418
Qatar,979.2684559994959
Romania,2836.2511560003622
Russia,6512.8224520004005
R�union,944.3319559989031
Saint Barth�lemy,769.6821560009848
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,1441.7309560005087
Saint Lucia,1685.6558559997356
Saint Martin,4055.4477120019146
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,1359.922156001383
Samoa,0.1000000000349246
Sao Tome and Principe,0.0
Saudi Arabia,25207.325454000907
Senegal,6320.6167480003205
Seychelles,0.0
Sierra Leone,0.0
Singapore,21793.09154800186
Sint Maarten,868.1044560012524
Solomon Islands,0.0
Somalia,11496.469897000585
South Africa,16207.1320469997
South Korea,13890.614409001253
Spain,2937.832745999389
Sri Lanka,2214.630156001018
Sudan,13363.372397001192
Suriname,494.6119559996878
Sweden,6482.691624000028
Syria,1.6362559999688528
Taiwan,13764.356909001304
Tanzania,14035.295897000702
Thailand,10996.282435999776
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,7575.104380001023
Tunisia,5000.994968000567
Turkey,11289.100066001876
Turks and Caicos Islands,2738.9851559991366
Uganda,0.0
Ukraine,0.0
United Arab Emirates,15321.145119001158
United Kingdom,29975.182496004214
United States,121896.15829099761
Uruguay,7.024056000402197
Vanuatu,0.0
Venezuela,11407.907419999945
Vietnam,7594.6799519996275
Virgin Islands (U.K.),2068.826468001411
Virgin Islands (U.S.),5540.35246799927
Wallis and Futuna,0.0
Yemen,1636.4946559990058
