Country,Intercentrality
Albania,0.5395219999336405
Algeria,4280.913905000285
American Samoa,0.0
Angola,1299.2089650009002
Anguilla,237.06593000030261
Antigua and Barbuda,720.9949650003546
Argentina,2174.734107000171
Aruba,11.26296500004537
Australia,12528.808558999677
Bahamas,3013.023015000901
Bahrain,900.4614649995347
Bangladesh,3368.953987000292
Barbados,1112.5939649993961
Belgium,27.63296500001161
Belize,2103.7129870000645
Benin,1299.2089650009875
Bermuda,1563.071987000134
"Bonaire, Sint Eustatius and Saba",0.0
Brazil,7635.765221999754
British Indian Ocean Territory,0.0
Brunei,0.0
Bulgaria,1760.899052999972
Cambodia,0.0
Cameroon,1299.2089650009875
Canada,4407.694197000164
Cape Verde,0.0
Cayman Islands,1745.9479870003124
Chile,2174.662987000047
China,5706.136713000436
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,5594.960407000195
Comoros,0.0
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,3702.484531000111
Croatia,0.14949699997669086
Cuba,0.0
Cura�ao,3955.9899519997853
Cyprus,2999.354329000169
C�te d'Ivoire,1299.2089650007401
Denmark,5212.349833000451
Djibouti,1.2054650001809932
Dominica,890.3644650001224
Dominican Republic,5856.063037000436
Ecuador,3013.180471000145
Egypt,9455.998328000715
Equatorial Guinea,0.0
Estonia,2401.3512650001358
Faroe Islands,6.842964999508695
Fiji,4909.541165000206
Finland,2402.872357000044
France,18099.091025000278
French Guiana,3262.666986999742
French Polynesia,0.0
Gabon,1299.2089650007401
Gambia,0.0
Georgia,0.31452700022782665
Germany,5868.611054000372
Ghana,1299.2089650007401
Gibraltar,265.61298099998385
Greece,5413.518173000746
Greenland,0.0
Grenada,945.7714649998379
Guadeloupe,2309.7174650002853
Guam,4925.473608000044
Guatemala,6951.861521000144
Guernsey,3769.939333000075
Guinea,0.0
Guinea-Bissau,0.0
Guyana,0.0
Haiti,1920.4840089999343
Honduras,3144.77450900049
Iceland,6.842964999988908
India,13632.189503998583
Indonesia,81.84296499998891
Iran,2159.9319650000107
Iraq,748.7589649999572
Ireland,3423.1417129999754
Isle of Man,0.9293850001849933
Israel,3471.5691349997505
Italy,14045.409820999907
Jamaica,2704.8425090003293
Japan,19724.219418999724
Jersey,7389.541949000151
Jordan,312.5284650002868
Kenya,0.0
Kiribati,0.0
Kuwait,1221.2394650000206
Latvia,0.9799989999446552
Lebanon,0.9892069993074983
Liberia,0.0
Libya,13.46296499975142
Lithuania,2.3613090002618264
Madagascar,0.0
Malaysia,4907.322712998866
Maldives,649.768964999661
Malta,2997.2507989999576
Marshall Islands,0.0
Martinique,4636.039987000186
Mauritania,0.0
Mauritius,383.00546499932534
Mayotte,0.0
Mexico,3350.344509000046
Micronesia,0.0
Monaco,0.07231499964836985
Montserrat,393.32896499980416
Morocco,0.46302900012233295
Mozambique,0.0
Myanmar,0.0
Namibia,0.0
Netherlands,2976.8949650012364
New Caledonia,0.0
New Zealand,4909.541165000061
Nicaragua,2301.8840090004524
Nigeria,1299.2089650007256
Niue,0.0
Northern Mariana Islands,0.46668899967335165
Norway,772.971464999966
Oman,2681.2655220007873
Pakistan,3254.0929870002874
Palau,0.0
Panama,5439.735680999947
Papua New Guinea,0.0
Peru,7316.989942000146
Philippines,5141.554713000049
Poland,0.6203590002842247
Portugal,2787.5164650000515
Qatar,901.6214649993635
Romania,1760.8990529999428
Russia,1.5174919999117265
R�union,383.00546499932534
Saint Barth�lemy,622.5489649998635
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,920.5947789998318
Saint Lucia,1315.7964650003414
Saint Martin,3373.1414299992757
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,1061.651465000672
Samoa,0.0
Sao Tome and Principe,0.0
Saudi Arabia,7980.373315000441
Senegal,1299.2089650007256
Seychelles,0.0
Sierra Leone,0.0
Singapore,8385.867649000298
Sint Maarten,353.5238950000494
Solomon Islands,0.0
Somalia,0.0
South Africa,1679.8714650004113
South Korea,5410.675713000077
Spain,3822.7858099997975
Sri Lanka,1701.575487000111
Sudan,1761.1635000001115
Suriname,0.0
Sweden,5069.21164100006
Syria,1.8195709994179197
Taiwan,5322.975713000065
Tanzania,0.0
Thailand,3435.6439870000613
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,3967.151986999743
Tunisia,4249.273904999616
Turkey,4483.570242999878
Turks and Caicos Islands,1935.7079870002199
Uganda,0.0
Ukraine,0.0
United Arab Emirates,4933.878986999232
United Kingdom,14725.929463002627
United States,67244.30014100057
Uruguay,0.07168000005185604
Vanuatu,0.0
Venezuela,5755.361954999826
Vietnam,0.0
Virgin Islands (U.K.),119.08296500031429
Virgin Islands (U.S.),3516.5469869998487
Wallis and Futuna,0.0
Yemen,1639.2364650000818
