Country,Intercentrality
Albania,0.6212720012408681
Algeria,4439.5850880016515
American Samoa,0.10000000000582077
Angola,1724.2778209972603
Anguilla,933.1807430001209
Antigua and Barbuda,966.3062210004136
Argentina,2792.402082999499
Aruba,13.647901000047568
Australia,11516.221385999961
Bahamas,3915.8776870011643
Bahrain,944.4427209996793
Bangladesh,4853.828811999934
Barbados,1337.84272099979
Belgium,33.62552100000903
Belize,2888.272943001706
Benin,1724.2778209973767
Bermuda,3287.772965000302
"Bonaire, Sint Eustatius and Saba",840.2927210000053
Brazil,11236.696927997778
British Indian Ocean Territory,0.0
Brunei,5760.393732999975
Bulgaria,3561.1473249987757
Cambodia,0.0
Cameroon,1724.2778209970566
Canada,8943.570302999811
Cape Verde,0.0
Cayman Islands,1972.607921001676
Chile,2792.3214430007793
China,13171.84409499864
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,10874.193643000588
Comoros,8371.51894300076
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,5175.288587001385
Croatia,0.16987099999096245
Cuba,0.0
Cura�ao,7262.399565000669
Cyprus,4306.992990998086
C�te d'Ivoire,3022.5948429976997
Denmark,8029.314819997875
Djibouti,12290.908943000191
Dominica,1112.2042429980647
Dominican Republic,7304.971887001622
Ecuador,4220.771443000529
Egypt,33129.60777999583
Equatorial Guinea,0.0
Estonia,2816.0940210004337
Faroe Islands,90.70772099925671
Fiji,4094.303943000763
Finland,2835.0674209998106
France,29777.515450000617
French Guiana,4542.561443000188
French Polynesia,84.11922099991352
Gabon,1724.2778209970566
Gambia,0.0
Georgia,1350.671962997818
Germany,7745.370220999728
Ghana,3681.865242997679
Gibraltar,435.31432099992526
Greece,7645.202897000505
Greenland,2090.1837209995138
Grenada,1142.7227209994162
Guadeloupe,2934.299942997488
Guam,8947.000876000966
Guatemala,9623.763209000579
Guernsey,7201.209388001007
Guinea,0.0
Guinea-Bissau,0.0
Guyana,481.3662209995964
Haiti,2437.677943001443
Honduras,4354.0628650011495
Iceland,2408.373720998148
India,33256.48020400005
Indonesia,1296.993220999575
Iran,2417.0357209993526
Iraq,894.0652209993568
Ireland,5248.389303000964
Isle of Man,14.676600999460788
Israel,4930.976117001119
Italy,29040.98114499674
Jamaica,5451.120865001867
Japan,19483.252303996298
Jersey,12745.862369999726
Jordan,258.60522099927766
Kenya,12571.408943000366
Kiribati,0.0
Kuwait,1439.7857210005168
Latvia,1.1381169975793455
Lebanon,9037.907414999063
Liberia,0.0
Libya,16.335520999477012
Lithuania,2.775666999281384
Madagascar,8744.638942999853
Malaysia,12085.752121999656
Maldives,803.4727210001729
Malta,7568.773373000644
Marshall Islands,63.91552100103581
Martinique,6271.239164998842
Mauritania,0.0
Mauritius,755.6527210006607
Mayotte,0.0
Mexico,4646.851365001639
Micronesia,63.91552100103581
Monaco,0.08191999938571826
Montserrat,472.74272099978407
Morocco,45.1299210008583
Mozambique,12287.798943000613
Myanmar,0.0
Namibia,0.0
Netherlands,3491.270221001061
New Caledonia,84.11922100099036
New Zealand,4094.303943000792
Nicaragua,3078.434965000517
Nigeria,3681.8652429982612
Niue,0.0
Northern Mariana Islands,0.5313589995785151
Norway,921.455220999982
Oman,3022.955942999688
Pakistan,9504.437624000566
Palau,0.0
Panama,8852.239643002365
Papua New Guinea,2824.993943000358
Peru,10476.831386000471
Philippines,9872.435140000569
Poland,0.7091590004856698
Portugal,4033.1252429976303
Qatar,946.7227209993871
Romania,2642.1753889993997
Russia,5704.8886849968985
R�union,1019.7162210009701
Saint Barth�lemy,744.6127209998667
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,1487.1147430005367
Saint Lucia,1589.9227209996316
Saint Martin,3889.7761639987
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,1279.2727209993755
Samoa,0.10000000000582077
Sao Tome and Principe,0.0
Saudi Arabia,19299.00836599758
Senegal,3022.594842997816
Seychelles,0.0
Sierra Leone,0.0
Singapore,18952.60645199995
Sint Maarten,934.0132430008089
Solomon Islands,0.0
Somalia,8371.518943000643
South Africa,18009.381868000928
South Korea,9947.457640000619
Spain,3965.263920998812
Sri Lanka,2125.812943000841
Sudan,11187.841443000652
Suriname,481.3662209996255
Sweden,6338.945574999583
Syria,1.7977609977824613
Taiwan,9821.200140000641
Tanzania,12287.798943000642
Thailand,9298.683811999508
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,6759.601884998818
Tunisia,4541.225088001112
Turkey,6940.192864998098
Turks and Caicos Islands,2529.857942999777
Uganda,0.0
Ukraine,0.0
United Arab Emirates,11149.625623999222
United Kingdom,22501.80695599268
United States,105947.59301799901
Uruguay,0.08119999879272655
Vanuatu,0.0
Venezuela,9633.253943000134
Vietnam,6462.013733000087
Virgin Islands (U.K.),1105.28424300006
Virgin Islands (U.S.),4885.561443000421
Wallis and Futuna,0.0
Yemen,1903.6552210003138
