Country,Intercentrality
Albania,0.1091589999996927
Algeria,0.0
American Samoa,0.0
Angola,0.0
Anguilla,25.299999999999727
Antigua and Barbuda,48.39999999999975
Argentina,0.0005600000000072214
Aruba,0.0
Australia,0.0
Bahamas,2.4250000000000114
Bahrain,0.0
Bangladesh,0.0
Barbados,42.89999999999975
Belgium,0.0
Belize,0.0
Benin,0.0
Bermuda,0.0
"Bonaire, Sint Eustatius and Saba",0.0
Brazil,0.0
British Indian Ocean Territory,0.0
Brunei,0.0
Bulgaria,45.030862999999556
Cambodia,0.0
Cameroon,0.0
Canada,0.0
Cape Verde,0.0
Cayman Islands,8.399999999999636
Chile,0.0
China,19.11836199999948
Christmas Island,0.0
Cocos (Keeling) Islands,0.0
Colombia,0.0
Comoros,0.0
"Congo, Dem. Rep.",0.0
"Congo, Rep.",0.0
Cook Islands,0.0
Costa Rica,0.0
Croatia,0.031068999999888547
Cuba,0.0
Cura�ao,0.0
Cyprus,15.124071999999273
C�te d'Ivoire,0.0
Denmark,80.07426599999997
Djibouti,0.009999999999990905
Dominica,16.499999999999545
Dominican Republic,0.049999999999954525
Ecuador,0.0
Egypt,40.57659399999915
Equatorial Guinea,0.0
Estonia,0.0846440000000257
Faroe Islands,0.0
Fiji,0.0
Finland,0.0675220000000536
France,0.0
French Guiana,0.0
French Polynesia,0.0
Gabon,0.0
Gambia,0.0
Georgia,0.0
Germany,0.0
Ghana,0.0
Gibraltar,15.305170999999746
Greece,0.06994699999978593
Greenland,0.0
Grenada,25.299999999999727
Guadeloupe,54.999999999999716
Guam,0.003730000000018663
Guatemala,0.0
Guernsey,0.06967200000013918
Guinea,0.0
Guinea-Bissau,0.0
Guyana,0.0
Haiti,0.0
Honduras,0.0
Iceland,0.0
India,48.23672399999947
Indonesia,0.0
Iran,18.53945399999958
Iraq,0.0
Ireland,0.0
Isle of Man,0.1461339999996767
Israel,0.0
Italy,25.496264999999198
Jamaica,8.399999999999636
Japan,7.039453999999921
Jersey,0.012400000000411637
Jordan,20.03945399999958
Kenya,0.0
Kiribati,0.0
Kuwait,0.0
Latvia,0.019976000000042404
Lebanon,0.1633179999990375
Liberia,0.0
Libya,0.0
Lithuania,0.06426600000003191
Madagascar,0.0
Malaysia,13.539453999999637
Maldives,0.0
Malta,0.015389999999854354
Marshall Islands,0.0
Martinique,54.999999999999716
Mauritania,0.0
Mauritius,0.0
Mayotte,0.0
Mexico,0.0
Micronesia,0.0
Monaco,0.01664999999985639
Montserrat,0.0
Morocco,0.08473399999974163
Mozambique,0.0
Myanmar,0.0
Namibia,0.0
Netherlands,0.062076999999931104
New Caledonia,0.0
New Zealand,0.0
Nicaragua,0.0
Nigeria,0.0
Niue,0.0
Northern Mariana Islands,0.003730000000018663
Norway,0.0
Oman,0.0
Pakistan,0.0
Palau,0.0
Panama,0.0
Papua New Guinea,0.0
Peru,0.0
Philippines,0.0
Poland,0.028121999999996206
Portugal,0.0
Qatar,0.0
Romania,45.03086299999961
Russia,0.0
R�union,0.0
Saint Barth�lemy,0.0
"Saint Helena, Ascension and Tristan da Cunha",0.0
Saint Kitts and Nevis,42.89999999999998
Saint Lucia,48.39999999999981
Saint Martin,0.0
Saint Pierre and Miquelon,0.0
Saint Vincent and the Grenadines,35.199999999999875
Samoa,0.0
Sao Tome and Principe,0.0
Saudi Arabia,20.03945399999958
Senegal,0.0
Seychelles,0.0
Sierra Leone,0.0
Singapore,0.0
Sint Maarten,35.199999999999875
Solomon Islands,0.0
Somalia,0.0
South Africa,0.0
South Korea,13.578907999999558
Spain,8.620487999999398
Sri Lanka,0.0
Sudan,0.0
Suriname,0.0
Sweden,80.12087599999998
Syria,0.32031599999942273
Taiwan,0.0
Tanzania,0.0
Thailand,30.157815999999514
Timor-Leste,0.0
Togo,0.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,13.199999999999761
Tunisia,0.0
Turkey,55.09258899999935
Turks and Caicos Islands,0.0
Uganda,0.0
Ukraine,0.0
United Arab Emirates,35.07890799999973
United Kingdom,7.300316999999893
United States,2.4500000000000455
Uruguay,0.0005600000000072214
Vanuatu,0.0
Venezuela,0.0
Vietnam,0.0
Virgin Islands (U.K.),13.199999999999761
Virgin Islands (U.S.),0.0
Wallis and Futuna,0.0
Yemen,0.009999999999990905
