Country,KatzBonacich
Albania,1.000007774106302
Algeria,1.0
American Samoa,1.0
Angola,1.0
Anguilla,1.0138920144995336
Antigua and Barbuda,1.013988184852932
Argentina,1.0000034995747944
Aruba,1.0
Australia,1.0
Bahamas,1.0
Bahrain,1.0
Bangladesh,1.0
Barbados,1.013940260989369
Belgium,1.0
Belize,1.0
Benin,1.0
Bermuda,1.0
"Bonaire, Sint Eustatius and Saba",1.0
Brazil,1.0
British Indian Ocean Territory,1.0
Brunei,1.0
Bulgaria,1.0
Cambodia,1.0
Cameroon,1.0
Canada,1.0
Cape Verde,1.0
Cayman Islands,1.0
Chile,1.0
China,1.0
Christmas Island,1.0
Cocos (Keeling) Islands,1.0
Colombia,1.0
Comoros,1.0
"Congo, Dem. Rep.",1.0
"Congo, Rep.",1.0
Cook Islands,1.0
Costa Rica,1.0
Croatia,1.0000056368590131
Cuba,1.0
Cura�ao,1.0
Cyprus,1.0322616717984983
C�te d'Ivoire,1.0
Denmark,2.000028424505566
Djibouti,1.000062496093863
Dominica,1.0140364336384866
Dominican Republic,1.0
Ecuador,1.0
Egypt,1.0
Equatorial Guinea,1.0
Estonia,1.00028751984398
Faroe Islands,1.0
Fiji,1.0
Finland,1.0002400351134715
France,1.0
French Guiana,1.0
French Polynesia,1.0
Gabon,1.0
Gambia,1.0
Georgia,1.0
Germany,1.0
Ghana,1.0
Gibraltar,1.0
Greece,1.0000144484257931
Greenland,1.0
Grenada,1.0138920144995336
Guadeloupe,1.0209591434263257
Guam,1.0
Guatemala,1.0
Guernsey,1.000016592681089
Guinea,1.0
Guinea-Bissau,1.0
Guyana,1.0
Haiti,1.0
Honduras,1.0
Iceland,1.0
India,1.0
Indonesia,1.0
Iran,1.032253902652453
Iraq,1.0
Ireland,1.0
Isle of Man,1.0000476221052932
Israel,1.0
Italy,1.0000190915490224
Jamaica,1.0
Japan,1.0
Jersey,1.0000019373361098
Jordan,1.0
Kenya,1.0
Kiribati,1.0
Kuwait,1.0
Latvia,1.000023397540391
Lebanon,1.000004012415689
Liberia,1.0
Libya,1.0
Lithuania,1.0000156234126278
Madagascar,1.0
Malaysia,1.0
Maldives,1.0
Malta,1.0000032496558338
Marshall Islands,1.0
Martinique,1.0209591434263254
Mauritania,1.0
Mauritius,1.0
Mayotte,1.0
Mexico,1.0
Micronesia,1.0
Monaco,1.0000035308760504
Montserrat,1.0
Morocco,1.0000231226443321
Mozambique,1.0
Myanmar,1.0
Namibia,1.0
Netherlands,1.0
New Caledonia,1.0
New Zealand,1.0
Nicaragua,1.0
Nigeria,1.0
Niue,1.0
Northern Mariana Islands,1.0
Norway,1.0
Oman,1.0
Pakistan,1.0
Palau,1.0
Panama,1.0
Papua New Guinea,1.0
Peru,1.0
Philippines,1.0
Poland,1.0
Portugal,1.0
Qatar,1.0
Romania,1.0
Russia,1.0
R�union,1.0
Saint Barth�lemy,1.0
"Saint Helena, Ascension and Tristan da Cunha",1.0
Saint Kitts and Nevis,1.0139402609893688
Saint Lucia,1.0139881848529315
Saint Martin,1.0
Saint Pierre and Miquelon,1.0
Saint Vincent and the Grenadines,1.0139396044142166
Samoa,1.0
Sao Tome and Principe,1.0
Saudi Arabia,1.0
Senegal,1.0
Seychelles,1.0
Sierra Leone,1.0
Singapore,1.0
Sint Maarten,1.0139396044142168
Solomon Islands,1.0
Somalia,1.0
South Africa,1.0
South Korea,1.0
Spain,1.0000231226443326
Sri Lanka,1.0
Sudan,1.0
Suriname,1.0
Sweden,2.0000568532027505
Syria,1.0000039995140306
Taiwan,1.0
Tanzania,1.0
Thailand,1.0
Timor-Leste,1.0
Togo,1.0
Tokelau,1.0
Tonga,1.0
Trinidad and Tobago,1.006969636380528
Tunisia,1.0
Turkey,1.0322541454079222
Turks and Caicos Islands,1.0
Uganda,1.0
Ukraine,1.0
United Arab Emirates,1.0322539026524529
United Kingdom,1.0000642132523492
United States,1.0
Uruguay,1.0000034995747944
Vanuatu,1.0
Venezuela,1.0
Vietnam,1.0
Virgin Islands (U.K.),1.006969636380528
Virgin Islands (U.S.),1.0
Wallis and Futuna,1.0
Yemen,1.0000624960938636
